startup_name ;Industries;Location;Investor Name;Lead Investor ;Number of Investors;Funding Type ;Month;Day;Year
Monograpgh ;Architecture, Collaboration, Enterprise Resource Planning (ERP), Enterprise Software, Project Management, Software, Task Management;San Francisco, California, United States, North America;Designer Fund, Homebrew, Index Ventures, Parade Ventures;Index Ventures;4;Series A;Jun;2;2021
LeoLabs;Aerospace, Database, Mapping Services, Software;Menlo Park, California, United States, North America;Bossa Invest, Insight Partners, Seraphim Space, Velvet Sea Ventures;nsight Partners, Velvet Sea Ventures;4;Series b;Jun;3;2021
Capchase;Financial Services, FinTech, Payments, SaaS;New York, New York, United States, North America;Bling Capital, Caffeinated Capital, ONEVC, QED Investors, SciFi VC;QED Investors;5;Series A;Jun;4;2021
Medallion;Artificial Intelligence (AI), Business Process Automation (BPA), Enterprise Software, Health Care, Management Information Systems;San Francisco, California, United States, North America;BoxGroup, Daniel Gross, Darian Shirazi, Joe Montana, Nat Friedman, Optum Ventures, Peter Reinhardt, Spark Capital, Susa Ventures, Tom X Lee, Vivek Ramaswamy, Zachary Sims;Spark Capital;12;Series A;Jun;5;2021
PlanetScale;Database, Information Technology, SaaS, Software;Mountain View, California, United States, North America;Andreessen Horowitz, Insight Partners, SignalFire;Insight Partners;3;Series B;Jun;6;2021
IRALOGIX;Accounting, Enterprise Software, FinTech;Pittsburgh, Pennsylvania, United States, North America;Morningstar, Trog Hawley Capital;Morningstar;2;Series B;Jun;7;2021
Grabango;Artificial Intelligence (AI), Computer Vision, Machine Learning, Retail Technology, Software;Berkeley, California, United States, North America;Bias Capital, Bossa Invest, Commerce Ventures, Founders Fund, Greenhouse Capital Partners, Honeywell Ventures, Launchpad Capital, Quiet Capital, Unilever Ventures, Vela Partners, WIND Ventures;Commerce Ventures;11;Series B;Jun;7;2021
Briq;Artificial Intelligence (AI), Construction, Financial Services, FinTech, SaaS;Santa Barbara, California, United States, North America;Blackhorn Ventures, Eniac Ventures, Tiger Global Management;Tiger Global Management;3;Series B;Jun;7;2021
Gideon;Artificial Intelligence (AI), Consumer Applications, Internet of Things, Machine Learning, Mobile Apps, Robotics, Software, Warehouse Automation;Bolingbrook, Illinois, United States, North America;DB Schenker, HCVC, Ivan Topčić, Koch Disruptive Technologies, Luca Ascani, Nenad Bakic, Peaksjah, Pentland Ventures, Prologis Ventures, Rite-Hite, Taavet Hinrikus;Koch Disruptive Technologies;11;Series A;Jun;8;2021
Pensa System;Artificial Intelligence (AI), Computer, Information Technology, Machine Learning, Retail, Retail Technology, Robotics, Software;Austin, Texas, United States, North America;ATX Venture Partners, Circle K Corporation, Commerce Ventures, Food Retail Ventures, RevTech Ventures;ATX Venture Partners;5;Series A;Jun;8;2021
Morning Consult;Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, Predictive Analytics;Washington, District of Columbia, United States, North America;Advance Venture Partners, Lupa Systems, Susquehanna Growth Equity;Advance Venture Partners;3;Series B;Jun;8;2021
MaintainX;Artificial Intelligence (AI), Asset Management, B2B, Information Technology, Mobile, SaaS;San Francisco, California, United States, North America;Amity Ventures, August Capital, Bessemer Venture Partners, Brandon Deer, Crew Capital, Daniel Dines, George Burke, Oana Olteanu, Oldslip, Ridge Ventures, Vulcan Capital;Bessemer Venture Partners;11;Series B;Jun;9;2021
UpGuard;Artificial Intelligence (AI), Enterprise Software, Financial Services, Risk Management, SaaS, Software;Mountain View, California, United States, North America;August Capital, IAG Capital Partners, IAG Firemark Ventures, Pelion Venture Partners, Square Peg Capital;_;5;Series B;Jun;9;2021
ChartHop;Data Visualization, Human Resources, Productivity Tools, Software;New York, New York, United States, North America;Andreessen Horowitz, Cowboy Ventures, SemperVirens Venture Capital;Andreessen Horowitz;3;Series B;Jun;9;2021
Contentstacks;CMS, Content, Content Delivery Network, Digital Marketing, Information Technology, SaaS;"
Austin, Texas, United States, North America";Georgian, GingerBread Capital, Illuminate Ventures, Insight Partners;"
Insight Partners";4;Series B;Jun;9;2021
Apploi;Health Care, Mobile, Recruiting, SaaS, Software;New York, New York, United States, North America;Defy.vc, Underscore VC;Underscore VC;2;Series B;jun;10;2021
Formlogic;Artificial Intelligence (AI), Industrial Automation, Industrial Engineering, Machine Learning, Manufacturing, Mechanical Engineering;Pittsburgh, Pennsylvania, United States, North America;10x Founders, 116 Street Ventures, 8VC, Alumni Ventures, Blue Ivy Ventures, Quest Venture Partners, Streamlined Ventures, The Yard Ventures, Trinity Capital, Triphammer Ventures, Two Sigma Ventures;Two Sigma Ventures;11;Series A;Jun;10;2021
Slintel;Business Intelligence, Information Technology, Lead Generation, Marketing Automation, Sales Automation;Mountain View, California, United States, North America;Accel, GGV Capital, Java Capital, Notable Capital, Peak XV Partners, Stellaris Venture Partners;GGV Capital, Notable Capital;6;Series A;Jun;10;2021
Prefect;Artificial Intelligence (AI), Big Data, Cloud Data Services, Cloud Infrastructure, Data Integration, Data Management, Developer APIs, Developer Tools, Open Source, Software;Washington, District of Columbia, United States, North America;Bessemer Venture Partners, Positive Sum, Quiet Capital, Rachel Zoe Ventures, Tiger Global Management;Tiger Global Management;5;Series B;Jun;10;2021
Carnegie Foundry;Artificial Intelligence (AI), Biometrics, Industrial Automation, Machine Learning, Robotics;Monroeville, Pennsylvania, United States, North America;Oshkosh, United States Steel;-;2;Series A ;Jun;11;2021
Instadapp;Blockchain, Developer Platform, Finance;Lewes, Delaware, United States, North America;Alliance DAO, Andre Cronje, DTC Capital, LongHash Ventures, Standard Crypto;Standard Crypto;5;Series A;Jun;11;2021
Proper;Accounting, Artificial Intelligence (AI), Bookkeeping and Payroll, Financial Services, FinTech, Information Technology, Machine Learning, Productivity Tools, Property Management, Software;San Francisco, California, United States, North America;Bling Capital, Expa, MetaProp, QED Investors;QED Investors;4;Series A;Jun;14;2021
FreightTrain;Construction, Health Care, SaaS, Software;Dallas, Texas, United States, North America;Golden Section, Paolo Boero;—;2;Series A;jun;15;2021
Upflow;B2B, Billing, E-Commerce Platforms, Financial Services, FinTech, Payments, SaaS, Software;New York, New York, United States, North America;9Yards Capital, Didier Valet, Hedosophia, Hexa, Lorimer Ventures, Maximilian Tayenthal, Nate Matherson, Raffael Johnen;_;8;Series A;Jun;15;2021
Macrometa;Cloud Computing, Cloud Data Services, Cloud Infrastructure, Database, Software;San Mateo, California, United States, North America;Benhamou Global Ventures, DNX Ventures, Fusion Fund, Partech, Pelion Venture Partners, Shasta Ventures, Sway Ventures;Pelion Venture Partners;7;Series A;Jun;15;2021
ThreatX;Analytics, Cyber Security, Information Technology, SaaS, Security;Boston, Massachusetts, United States, North America;.406 Ventures, Access Venture Partners, Grotech Ventures;.406 Ventures;3;Series B;Jun;15;2021
Ostendio;Cloud Computing, Compliance, Cyber Security, Management Information Systems, Risk Management, SaaS, Security;Mclean, Virginia, United States, North America;Blu Venture Investors, Osage Venture Partners, Sean Dowling, Virginia Venture Partners;Osage Venture Partners;4;Series A;Jun;15;2021
Kolmostar;Autonomous Vehicles, Cloud Computing, GPS, Indoor Positioning, Internet of Things, Software;Fremont, California, United States, North America;AB Initio Capital Management, CTC Capital, Frees Fund, Optimus Capital;CTC Capital;4;Series A;Jun;15;2021
super.AI;Artificial Intelligence (AI), Business Process Automation (BPA), Computer Vision, Data Collection and Labeling, Document Management, Information Technology, Machine Learning, Natural Language Processing;San Francisco, California, United States, North America;Discovery Ventures, HV Capital, Mosaic Ventures, NFX, PSL Ventures;"
HV Capital";5;Series A;Jun;16;2021
Vianai;Artificial Intelligence (AI), Computer, Information Technology, Intelligent Systems, Machine Learning, Software;Palo Alto, California, United States, North America;George R Roberts, Henry Kravis, Jerry Yang, Jim Davidson, SoftBank Vision Fund;SoftBank Vision Fund;5;Series A;Jun;16;2021
MachineMetrics;Analytics, Industrial Automation, Internet, Manufacturing, Predictive Analytics, SaaS, Software;Northampton, Massachusetts, United States, North America;Hyperplane, Ridgeline, Teradyne, Tola Capital;Teradyne;4;Series B;Jun;16;2021
Automation Hero;Analytics, Artificial Intelligence (AI), InsurTech, Machine Learning, Property Insurance, PropTech, Real Estate, Software;San Francisco, California, United States, North America;DI Technology, Plug and Play;—;2;Series B;Jun;17;2021
Fiddler AI;Analytics, Artificial Intelligence (AI), Big Data, Enterprise, Machine Learning, Software;Palo Alto, California, United States, North America;Amazon Alexa Fund, Bloomberg Beta, Bossa Invest, Haystack, Insight Partners, Lightspeed Venture Partners, Lockheed Martin Ventures, Lux Capital;Insight Partners;8;Series B;Jun;17;2021
Lexion;Artificial Intelligence (AI), Information Technology, Procurement, Productivity Tools, SaaS;Seattle, Washington, United States, North America;Khosla Ventures, Madrona, Wilson Sonsini Goodrich & Rosati;Khosla Ventures;3;Series A;Jun;17;2021
Datarails;Financial Services, FinTech, Information Technology, SaaS, Software;New York, New York, United States, North America;Innovation Endeavors, Vertex Ventures Israel, Vintage Investment Partners, Zeev Ventures;_;4;Series A;Jun;21;2021
Enhatch;Human Resources, SaaS, Training;Hoboken, New Jersey, United States, North America;Apis Holdings, Numeta Capital;Apis Holdings, Numeta Capital;2;Series A;Jun;22;2021
Videon Labs;Artificial Intelligence (AI), Audio, Hardware, Machine Learning, Media and Entertainment, Software, Video;State College, Pennsylvania, United States, North America;Arnold Venture Group, Bruce Chizen, Voyager Capital;Voyager Capital;3;Series A;Jun;22;2021
Robocorp;Cloud Infrastructure, Information Technology, Open Source, Robotic Process Automation (RPA), SaaS, Software;San Francisco, California, United States, North America;Artisanal Ventures, Benchmark, Bossa Invest, Canvas Prime, Firstminute Capital, Harpoon, Haystack, Slow Ventures, Uncorrelated Ventures;Canvas Prime;9;Series A;Jun;22;2021
Oyster;Employment, Human Resources, InsurTech, SaaS, Software;Charlotte, North Carolina, United States, North America;Avid Ventures, Emergence Capital, Slack Fund, Stripes;Stripes;4;Series B;Jun;22;2021
Drata;Compliance, Information Technology, SaaS, Security, Software;San Diego, California, United States, North America;Ameet Patel, Basis Set Ventures, Cowboy Ventures, Darkmode Ventures, Leaders Fund, Notable Capital, Okta Ventures, Silicon Valley CISO Investments;Notable Capital;8;Series A;Jun;23;2021
xCures;Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Medical, Oncology, Pharmaceutical;Oakland, California, United States, North America;Boehringer Ingelheim Venture Fund, Harmonix Fund, HealthTech Capital, Metaplanet, Vanedge Capital;Boehringer Ingelheim Venture Fund;5;Series A;Jun;23;2021
Rasgo;Analytics, Artificial Intelligence (AI), Big Data, Data Center Automation, Data Visualization, Machine Learning, Software;New York, New York, United States, North America;"
Insight Partners, Unusual Ventures, Zero Prime Ventures";Insight Partners;3;Series A;Jun;24;2021
Sanity;CMS, Developer Platform, PaaS, SaaS;San Francisco, California, United States, North America;Alliance VC, Heavybit, ICONIQ Growth, Lead Edge Capital, Monochrome Capital, Spearhead, Threshold;ICONIQ Growth;7;Series B;Jun;24;2021
Vitally;Analytics, B2B, Data Visualization, Internet, Productivity Tools, SaaS;New York, New York, United States, North America;Andreessen Horowitz, Founder Collective, Nick Raushenbush, Techstars, Zelkova Ventures;Andreessen Horowitz;5;Series A;Jun;24;2021
Deduce;Analytics, Artificial Intelligence (AI), Big Data, Cyber Security, Fraud Detection, Identity Management, Predictive Analytics, Software;Philadelphia, Pennsylvania, United States, North America;Carthona Capital, Cyber Mentor Fund, Foundry Group, Trajectory Ventures, True Ventures;Foundry Group;5;Series A;Jun;24;2021
Cequence Security;App Discovery, Artificial Intelligence (AI), Cloud Security, Cyber Security, Developer APIs, Network Security, Security, Software;Santa Clara, California, United States, North America;Cerity Partners Ventures, Dell Technologies Capital, Shasta Ventures, T-Mobile Ventures;_;4;Series B;Jun;24;2021
env0;Cloud Data Services, Information Services, Information Technology, SaaS, Software;Sunnyvale, California, United States, North America;boldstart ventures, Crescendo Venture Partners, Grove Ventures, M12 - Microsoft's Venture Fund;M12 - Microsoft's Venture Fund;4;Series A;Jun;24;2021
Edhe Delta;Computer, DevOps, Network Security, Software;Seattle, Washington, United States, North America;Amity Ventures, MaC Venture Capital, Menlo Ventures;Menlo Ventures;3;Series A;Jun;25;2021
Vivoo;Artificial Intelligence (AI), Health Care, Machine Learning, Test and Measurement, Wellness;San Francisco, California, United States, North America;500 Global, Draper Associates, Global Ventures, Halogen Ventures, ONCE Ventures, Otsuka Holdings, Revo Capital, Tim Draper;Draper Associates;8;Series A;Jun;25;2021
Katalon;Cloud Data Services, DevOps, Information Technology, SaaS, Software;Atlanta, Georgia, United States, North America;Bossa Invest, Elephant, Endeavor Catalyst;Elephant;3;Series A;Jun;25;2021
